feature,mean_abs_shap
spread1,1.0743328131766416
PPE,0.6808703475943497
D2,0.3842851080194802
MDVP:APQ,0.35887004921001653
MDVP:Fo(Hz),0.24893885211906697
NHR,0.06532093263099806
HNR,0.06249054725693133
MDVP:Jitter(%),0.020406738901800742
MDVP:Flo(Hz),0.0
MDVP:Fhi(Hz),0.0
MDVP:RAP,0.0
MDVP:Jitter(Abs),0.0
MDVP:Shimmer,0.0
MDVP:PPQ,0.0
Shimmer:DDA,0.0
Shimmer:APQ5,0.0
Shimmer:APQ3,0.0
MDVP:Shimmer(dB),0.0
Jitter:DDP,0.0
RPDE,0.0
DFA,0.0
spread2,0.0
